index;type;number;name;digit1;digit2;dimensions;surface;elevation;lat;lng;reference;region
760;LAD;3005;LA DORITA;08;26;1113x50;TIERRA;80 mts.;353531,00S;0611524,00W;8 Km al NW de CARLOS CASARES, Provincia de BUENOS AIRES;DRCE
761;LAD;3006;DÍAZ;11;29;1360x25;TIERRA;28 mts.;322210,00S;0610253,00W;2,5 Km al NE de DÍAZ, Provincia de SANTA FE;DRCE
762;LAD;3007;MARIO JOSÉ BERTANI;02;20;698x42;TIERRA;127 mts.;313038,55S;0624244,87W;1,5 Km al NE de COLONIA BARTOLOMÉ, Provincia de CÓRDOBA;DRNO
763;LAD;3008;SANTA HERMINIA;14;32;1280x50;TIERRA;108 mts.;350118,00S;0621919,00W;13,5 Km al NE de PASTEUR, Provincia de BUENOS AIRES;DRCE
764;LAD;3009;DOÑA SUSANA;01;19;1404x50;TIERRA;561 mts.;334635,31S;0654147,31W;23 Km al SW de VILLA MERCEDES, Provincia de SAN LUIS;DRNO
765;LAD;3010;EA. OJO DE AGUA;07;25;1093x30;TIERRA;76 mts.;361737,95S;0594543,20W;24 Km al E de TAPALQUÉ, Provincia de BUENOS AIRES;DRCE
766;LAD;3011;ESTANCIA 8 DE DICIEMBRE;07;25;900x20;TIERRA;25 mts.;353738,12S;0591508,52W;26 Km al SE de ROQUE PEREZ, Provincia de BUENOS AIRES;DRCE
767;LAD;3012;LA GRAPPA;14;32;1525x30;TIERRA;125 mts.;364300,26S;0624216,06W;18 Km al NW de CASBAS, Provincia de BUENOS AIRES;DRCE
768;LAD;3013;RINCÓN DE SANTA MARÍA;16;34;808x20;TIERRA;83 mts.;273131,11S;0563802,35W;9 Km al NE de ITUZANGÓ, Provincia de CORRIENTES;DRNE
769;LAD;3014;PAYNAKEN S.A.;06;24;1046x20;TIERRA;79,5 mts.;395350,77S;0645241,12W;43 Km al NW de GENERAL CONESA, Provincia de RÍO NEGRO;DRSU
770;LAD;3015;COLONIA PILAR;11;29;630x18;TIERRA;62 mts.;312553,98S;0611743,27W;3 Km al W de COLONIA PILAR, Provincia de SANTA FE;DRCE
771;LAD;3016;NUECES DE CATAMARCA;15;33;1118x60;TIERRA;1120 mts.;275829,36S;0655018,75W;5 Km al SE de LOS VARELAS, Provincia de CATAMARCA;DRNO
772;LAD;3017;RATONES OESTE II;10;28;3000x30;TIERRA;4023 mts.;251224,26S;0665755,57W;80 Km al W de CACHI, Provincia de SALTA;DRNO
773;LAD;3018;LA LUCRE;09;27;1174x25;TIERRA;534 mts.;340823,78S;0660600,17S;31,5 Km al SE de VILLA MERCEDES, Provincia de SAN LUIS;DRNO
774;LAD;3019;EA. SANTO DOMINGO;11;29;1080x30;TIERRA;72 mts.;304126,28S;0611234,82S;11 Km al E de CONSTANZA, Provincia de SANTA FE;DRNO
775;LAD;3020;ELTRONCASO;01;19;1284x30;TIERRA;166 mts.;321201,42S;0640118,84S;17 Km al SE de Sachayoj, Provincia de SANTIAGO DEL ESTERO;DRNO
776;LAD;3021;EL JURAMENTO;02;20;1560x23;TIERRA;155 mts.;263740,55S;0615928,13S;67 Km al NW de LOS FRENTONES, Provincia de CHACO;DRNE
777;LAD;3022;ESTABLECIMIENTO LOS PUMAS;01;19;1740x40;TIERRA;156 mts.;271231,88S;0620309,87S;21,5 Km al NE de OTUMPA, Provincia de SANTIAGO DEL ESTERO;DRNO
778;LAD;3023;ALAS DE TELA;13;31;475x45;TIERRA;17,5 mts.;431827,02S;0653417,79S;6 Km al SW de GAIMAN, Provincia de CHUBUT;DRSU
779;LAD;3024;ESTANCIA LAS CORZUELAS;01;19;1456x40;TIERRA;168 mts.;265001,39S;0622458,16S;35 Km al NE de TINTINA, Provincia de SANTIAGO DEL ESTERO;DRNO
780;LAD;3025;LA ESCOBITA;02;20;900x40;TIERRA;56 mts.;315325,97S;0612658,33S;45 Km al W de COLONIA BELGRANO, Provincia de SANTA FE;DRCE
781;LAD;3026;SUIPACHA;05;23;1000x30;TIERRA;47,5 mts.;345140,98S;0594029,29S;10 Km al SE de SUIPACHA, Provincia de BUENOS AIRES;DRCE
782;LAD;3027;TUNUYÁN;05;23;1217x30;TIERRA;905 mts.;333618,51S;0690338,34S;45 Km al SW de TUNUYÁN, Provincia de MENDOZA;DRNO
783;LAD;3028;FINCA CAMPO FUERTE;11;29;950x25;TIERRA;309 mts.;224447,00S;0690338,34S;32 Km al SE de TARTAGAL, Provincia de SALTA;DRNO
784;LAD;3029;TANCACHA / FASA;01;19;1200x30;TIERRA;363 mts.;321201,42S;0640118,84S;6 Km al NW de TANCACHA, Provincia de CÓRDOBA;DRNO
785;LAD;3030;GENARO PLAZA;01;19;862x25;TIERRA;57 mts.;314959,00S;0585239,00S;14 Km al NE de VILLAGUAY, Provincia de ENTRE RÍOS;DRCE
786;LAD;3032;PUESTO EL PLUMERO;14;32;1376x30;TIERRA;498 mts.;340740,73S;0674349,80S;75 Km. al NE de SAN RAFAEL, Provincia de MENDOZA.;DRNO
787;LAD;3034;CURURÚ BARRY;01;19;1329x25;TIERRA;87 mts.;291910,90S;0624728,34S;10 Km. al N  de VILLA UNIÓN, Provincia de SANTIAGO DEL ESTERO;DRNO
788;LAD;3035;LA ESMERALDA;10;28;728x25;TIERRA;286 mts.;373309,28S;0620345,49S;14.4 Km. al SW  de CONOREL SUAREZ, Provincia de BUENOS AIRES;DRCE
789;LAD;3037;EL CANDUCHO;01;19;955x40;TIERRA;91 mts.;283155,00S;0620613,00S;7 Km. al S  de LOS JURÍES, Provincia de SANTIAGO DEL ESTERO;DRNO
790;LAD;3039;ESTABLECIMIENTO LA CAMARONERA;05;23;1000x30;TIERRA;136 mts.;243853,62S;0604143,42S;12 Km. al NW  de LAS LOMITAS, Provincia de FORMOSA;DRNE
791;LAD;3041;EL MATACO;10;28;1359x40;TIERRA;164 mts.;264750,20S;0615403,50S;16 Km. al SW  de SACHAYOJ, Provincia de SANTIAGO DEL ESTERO;DRCE
